timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.09,33.79,40494.56,400,1441,400,676,400,743,434,2766,543,2759,400,2226
1000,32.09,33.79,40262.05,400,1499,400,662,400,778,400,2683,545,2741,400,2244
2000,32.1,33.8,40185.15,400,1485,400,692,400,825,400,2646,540,2754,400,2203
3000,32.1,33.79,40185.15,400,1536,400,704,400,848,400,2641,534,2736,400,2217
4000,32.1,33.79,39918.26,400,1545,400,702,400,907,400,2607,509,2704,400,2212
5000,32.1,33.79,40108.53,400,1573,400,701,400,956,400,2658,487,2699,400,2210
6001,32.1,33.78,39842.66,400,1545,400,687,400,982,423,2690,478,2708,400,2203
7001,32.11,33.79,39994.15,400,1577,400,683,400,1018,459,2699,462,2651,400,2191
8001,32.11,33.79,39767.35,400,1586,400,653,400,1021,508,2724,471,2623,400,2187
9001,32.11,33.78,39580.3,400,1517,400,654,400,1055,580,2764,486,2683,400,2115
