timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.58,1013.97,31.46,10119.86,400,57,400,1055,638,2577,1107,5876,400,3022,400,480
1000,32.58,1013.97,31.45,10339.35,400,60,400,1080,649,2609,1072,5876,400,3020,400,483
2000,32.58,1013.97,31.44,10611.34,400,69,400,1083,666,2651,1040,5751,400,2988,400,480
3000,32.58,1013.97,31.44,10730.77,400,74,400,1132,673,2660,1001,5711,400,2999,400,488
4000,32.58,1013.97,31.42,10852.91,400,81,400,1162,673,2690,967,5621,400,3015,400,478
5000,32.59,1013.97,31.43,10841.7,400,82,400,1179,680,2727,904,5490,400,3022,400,475
6001,32.59,1013.97,31.42,10763.81,400,91,405,1201,688,2718,856,5455,400,3052,400,482
7001,32.59,1013.97,31.43,10697.93,400,92,439,1232,688,2727,836,5360,400,3052,400,485
8001,32.59,1013.97,31.42,10579.23,400,94,466,1280,703,2738,800,5290,400,3008,400,477
9001,32.59,1013.96,31.42,10370.02,400,110,491,1306,704,2778,790,5255,400,3057,400,480
