timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.52,1013.96,31.57,32117.54,400,1,400,682,402,2267,1574,6268,1387,5390,400,296
1000,32.52,1013.96,31.57,33260.04,400,0,400,675,400,2230,1526,6348,1442,5405,400,292
2000,32.52,1013.96,31.55,34402.24,400,0,400,652,400,2256,1455,6207,1509,5611,400,303
3000,32.52,1013.96,31.55,35178.86,400,0,400,688,400,2228,1443,6107,1579,5716,400,298
4000,32.52,1013.95,31.55,36053.05,400,0,400,686,400,2240,1437,6112,1639,5786,400,304
5001,32.52,1013.95,31.54,36208.18,400,0,400,676,400,2286,1405,6022,1688,5927,400,301
6001,32.52,1013.96,31.54,36842.29,400,0,400,669,400,2203,1406,6077,1702,5992,400,317
7001,32.52,1013.95,31.55,37299.55,400,4,400,668,400,2235,1413,6012,1720,6122,400,321
8001,32.52,1013.95,31.53,38007.12,400,1,400,645,400,2212,1426,6067,1725,6092,400,329
9001,32.52,1013.95,31.52,38706.41,400,0,400,678,400,2196,1403,6007,1726,6117,400,345
