timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.61,36.13,47594.54,21911,30058,57330,53412,31702,29186,797,2736,16425,14905,34685,30790
1000,31.61,36.09,48500.71,18451,26781,57330,52854,34715,30720,566,2344,15212,14702,34626,30824
2000,31.62,36.06,48924.11,19720,28942,57330,53098,36893,31557,414,2124,14054,14511,33313,29988
3000,31.62,36.02,49793.48,22008,30720,57330,53063,38146,32219,470,2159,14068,14375,29613,28942
4000,31.62,35.98,50786.19,23745,32044,57330,53517,38952,32602,570,2258,14068,14353,27728,27304
5000,31.62,35.94,52400.7,25220,33439,57330,54318,39817,32916,641,2314,13682,13948,26846,26781
6001,31.62,35.9,53740.65,26474,35077,57330,54806,40563,33822,725,2434,13158,14072,26970,26781
7001,31.63,35.85,54542.62,27315,35042,57330,54249,40593,33648,910,2618,13944,14297,26557,26920
8001,31.63,35.81,54436.66,27825,35983,57330,53795,37699,32358,1315,2879,15626,14826,26694,26572
9001,31.63,35.79,53740.65,29046,36925,57330,54039,32328,29674,1433,2930,15584,14747,27273,27792
