timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.37,1024.99,30.9,32240.59,3996,4964,2492,5059,1687,3404,970,1633,1359,2715,1600,2960
1000,33.37,1024.99,30.89,32691.5,4290,5149,2445,5019,1574,3334,1183,1776,1328,2692,1726,2965
2000,33.37,1024.98,30.88,32921.72,4391,5149,2298,4863,1469,3218,1385,1886,1382,2718,1827,3057
3000,33.37,1024.98,30.88,32973.32,4413,5260,2096,4808,1369,3059,1547,1981,1503,2833,1913,3143
4000,33.37,1024.98,30.87,33129.1,4261,5184,2017,4733,1328,2981,1691,2099,1678,2856,1966,3218
5000,33.37,1024.97,30.87,33025.09,3966,4969,1963,4542,1314,2981,1860,2260,1808,2939,1931,3158
6001,33.38,1024.97,30.85,33129.1,3652,4778,1871,4568,1363,3027,2155,2424,1909,2985,1911,3128
7001,33.38,1024.97,30.87,32947.5,3326,4557,1747,4312,1427,3066,2587,2570,1901,2990,1836,3061
8001,33.38,1024.99,30.86,32767.89,3117,4462,1602,4151,1545,3163,2960,2664,1924,3015,1653,2971
9001,33.38,1024.99,30.86,32615.48,2923,4347,1531,4056,1688,3364,3306,2794,2045,3083,1369,2840
