timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.07,1011.4,38.56,50481.21,9912,1089,773,96,1021,104,37878,3259,20946,2410,5302,1024
1000,32.08,1011.38,38.55,43554.67,11707,1268,671,83,1553,146,53511,4743,26543,2817,6767,1071
2000,32.09,1011.39,38.57,37904.4,12965,1399,618,78,1883,197,57330,5435,34178,3249,11684,1462
3000,32.11,1011.4,38.58,34040.41,11354,1327,659,80,1963,217,57151,5415,42741,4051,21842,2177
4000,32.12,1011.39,38.62,32093.04,9570,1210,653,73,1835,225,47156,4693,43874,4211,33731,2886
5000,32.13,1011.39,38.62,31539.72,8609,1127,713,84,1611,213,43248,4512,40205,4011,44829,3539
6001,32.14,1011.38,38.66,31634.58,10815,1291,942,113,1434,203,43308,4618,41875,4206,47813,3926
7001,32.15,1011.4,38.67,32514.66,20299,1993,1144,136,1353,201,42114,4492,52855,4994,35491,3249
8001,32.16,1011.39,38.67,33794.33,28555,2694,1604,177,1409,202,37907,4191,50557,4954,22711,2593
9001,32.17,1011.4,38.65,34430.39,38444,3374,2036,223,1412,205,28555,3549,34476,3931,16232,2180
