timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.62,1011.42,37.87,31682.22,16797,2738,10595,2182,25412,3264,32806,4813,5255,1346,12924,1847
1000,32.62,1011.42,37.85,31587.08,26364,3755,23331,3020,25412,3354,28541,4497,3360,1082,6755,1244
2000,32.63,1011.41,37.86,31516.1,32835,4352,26322,3444,26956,3580,13434,2669,4246,1223,2690,821
3000,32.63,1011.41,37.88,31421.95,37490,4643,21208,2905,26998,3514,7416,1863,9008,1859,1761,627
4000,32.63,1011.44,37.89,30823.45,38325,4718,12676,2332,27149,3559,9356,2205,14137,2447,2798,764
5000,32.64,1011.43,37.9,30378.35,36445,4673,10230,2078,27425,3519,23400,3790,16949,2614,3873,899
6001,32.64,1011.43,37.91,29967.25,35192,4603,11580,2256,27783,3685,39877,5325,14206,2438,3642,834
7001,32.64,1011.42,37.93,29442.99,37370,4698,16108,2565,28404,3730,46112,5741,13834,2443,2757,722
8001,32.65,1011.42,37.95,28956.68,39877,4919,23524,3027,30419,3971,42383,5445,14137,2454,1961,586
9001,32.65,1011.45,37.98,28544.14,39131,4808,31433,3750,34417,4191,32925,4738,13999,2484,1741,530
