timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.21,35.26,32339.72,27466,38458,7335,14950,8145,12541,7786,10413,9773,13227,8753,13790
1000,32.21,35.28,31235.34,28045,39330,4185,11989,7699,12282,6946,9850,9993,13239,10230,14646
2000,32.22,35.3,30117.41,28778,39922,2403,9141,7236,11922,5713,8837,9947,13194,11475,15490
3000,32.22,35.33,29096.85,28541,39713,1510,7000,6929,11674,4695,7779,9669,13013,13255,16255
4000,32.22,35.36,28505.46,27480,38284,1177,6493,6518,11651,4001,6895,9448,12755,14661,16672
5000,32.22,35.39,28105.59,26102,37029,1380,6995,5730,10953,3260,6248,9472,12833,15433,17404
6001,32.22,35.41,27993.4,24861,35530,1802,8342,4565,9445,2278,5581,9472,12878,15929,18241
7001,32.22,35.41,28199.78,23896,34728,1973,8601,3490,7712,1580,4578,9448,12811,16108,17823
8001,32.22,35.41,28563.52,22959,34136,2133,9017,2521,6699,1019,3745,9089,12574,16177,17892
9001,32.22,35.41,29340.33,22297,33648,2693,9783,2053,6403,738,3249,8626,12045,15750,17927
