timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.13,1012.54,34.79,11558.62,520,441,842,1092,5423,4773,10804,5907,28541,12316,1673,2526
1000,33.13,1012.54,34.78,11584.15,511,445,844,1076,5244,4698,10798,5866,28362,12462,1662,2501
2000,33.13,1012.54,34.78,11457.6,517,435,836,1075,5151,4738,10786,5846,28528,12406,1668,2579
3000,33.13,1012.54,34.77,11445.1,515,441,836,1062,5099,4638,11018,5821,28445,12225,1658,2528
4000,33.13,1012.54,34.78,11346.04,511,425,820,1060,5006,4633,11064,5962,28238,12248,1650,2531
5000,33.13,1012.54,34.77,11346.04,502,427,824,1047,4943,4623,11093,5957,27907,12304,1665,2489
6001,33.13,1012.54,34.78,11285.0,497,431,816,1038,4931,4583,11302,5932,27838,12113,1645,2510
7001,33.13,1012.54,34.77,11321.54,489,417,812,1013,4855,4552,11504,6007,27990,12180,1622,2482
8001,33.13,1012.54,34.77,11309.34,474,402,812,1006,4798,4562,11794,6037,27921,12451,1605,2447
9001,33.13,1012.54,34.77,11358.33,461,402,802,1025,4749,4437,12386,6152,27742,12338,1620,2441
