timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.22,35.77,36114.94,2007,5189,1506,4462,2563,5465,1908,3976,1760,4397,3083,6679
1000,31.22,35.77,36177.05,1906,4989,1531,4532,2879,5781,2128,4277,1687,4242,3039,6614
2000,31.22,35.75,36301.9,1918,4974,1578,4663,3071,5952,2060,4066,1679,4176,2838,6528
3000,31.23,35.73,36427.62,1940,4984,1650,4888,3223,6147,1821,3916,1759,4367,2808,6488
4000,31.23,35.73,36586.0,1973,5129,1703,4853,3193,6172,1610,3595,1863,4412,2784,6443
5000,31.23,35.72,36810.06,2009,5179,1749,5069,2995,5922,1366,3098,1945,4527,2830,6523
6001,31.24,35.7,36777.88,2054,5240,1798,5214,2631,5796,1074,2895,1987,4673,2965,6584
7001,31.24,35.7,36971.79,2197,5360,1868,5174,2180,5410,805,2667,2021,4743,3058,6614
8001,31.24,35.71,36906.92,2330,5420,1922,5350,1913,5229,593,2429,2032,4658,3085,6634
9001,31.25,35.69,36906.92,2403,5435,1939,5395,1754,5074,400,2041,2034,4678,3157,6684
