timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.59,1011.4,38.13,29945.93,57330,6348,35192,4186,24916,3409,25371,4156,11238,2461,21842,2385
1000,32.59,1011.39,38.09,30095.87,57330,6348,35580,4252,21456,2965,25495,4196,9037,2106,21057,2383
2000,32.59,1011.44,38.05,30510.52,57330,6298,31254,3996,18948,2798,25785,4186,5968,1688,16177,2050
3000,32.6,1011.43,38.01,30823.45,54824,6077,49006,5290,18548,2748,24434,3991,4231,1330,10039,1598
4000,32.6,1011.42,37.98,30688.55,53302,6052,52885,5495,18631,2757,20864,3454,4013,1266,8493,1376
5000,32.6,1011.42,37.94,30643.85,52497,5942,44471,4929,18989,2743,20271,3304,3498,1204,8921,1434
6001,32.61,1011.41,37.92,30554.84,48827,5626,28142,3680,22587,2988,19058,3178,3525,1171,7977,1309
7001,32.61,1011.43,37.91,30666.19,31105,4327,10138,2110,27080,3509,15391,2858,4511,1309,8412,1320
8001,32.61,1011.43,37.88,31050.92,12511,2524,6026,1591,28569,3875,15860,2891,5881,1480,11296,1704
9001,32.62,1011.42,37.87,31539.72,8956,1993,5539,1554,27604,3575,23124,3690,8087,1750,15019,1951
