timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.13,1012.54,34.66,10819.33,442,369,652,733,3576,3354,12497,6528,25978,12316,1718,2685
1000,33.13,1012.53,34.64,10741.76,437,377,661,752,3603,3254,12662,6493,26226,12259,1684,2683
2000,33.13,1012.54,34.63,10676.15,423,365,649,758,3561,3369,12207,6403,26033,12271,1703,2681
3000,33.13,1012.53,34.65,10665.29,433,354,665,755,3583,3374,12028,6378,26074,12316,1700,2674
4000,33.13,1012.53,34.65,10557.93,422,352,655,754,3615,3334,11742,6343,26226,12394,1677,2634
5000,33.13,1012.53,34.63,10421.54,420,346,672,762,3623,3344,11678,6328,26240,12394,1716,2692
6001,33.13,1012.53,34.64,10238.41,419,347,666,734,3662,3344,11574,6358,26088,12327,1716,2694
7001,33.13,1012.53,34.63,10023.15,421,348,668,764,3677,3409,11481,6348,26391,12428,1720,2634
8001,33.13,1012.52,34.65,9862.91,410,348,668,777,3694,3424,11261,6243,25964,12304,1733,2699
9001,33.13,1012.52,34.66,9645.22,414,342,672,764,3718,3414,11180,6222,25964,12439,1728,2678
