timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.06,1012.74,36.52,17765.19,1695,2773,1884,4086,2398,4482,3625,4919,7207,7216,3674,5606
1000,33.06,1012.74,36.52,17750.18,1943,2939,1581,3785,2565,4608,2305,3906,6443,6849,4263,6057
2000,33.06,1012.73,36.52,17469.85,3986,3996,1245,3269,2560,4663,1754,3399,5939,6759,4577,6368
3000,33.06,1012.74,36.53,17354.44,6848,5149,649,2741,2641,4648,1892,3715,5429,6563,4300,6192
4000,33.07,1012.74,36.54,17240.55,6634,4954,400,2374,2011,4237,2523,4397,4855,6373,3709,5886
5000,33.07,1012.74,36.54,17240.55,2467,2997,400,2263,1413,3339,3338,4848,4744,6408,3856,6072
6001,33.07,1012.73,36.54,17198.23,1281,2443,400,2267,931,2916,3976,5219,4899,6483,4432,6463
7001,33.07,1012.73,36.54,17240.55,796,2187,418,2311,748,2778,4310,5390,5383,6629,4712,6694
8001,33.07,1012.72,36.54,17128.15,664,2053,600,2434,731,2778,4445,5611,5551,6759,4884,6844
9001,33.07,1012.73,36.54,17044.8,606,1928,820,2664,847,2969,4396,5445,5620,6694,5452,7050
