timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.03,1012.69,36.52,19604.63,10607,6268,10914,8184,4432,6373,4459,5621,1983,4136,880,2787
1000,33.03,1012.69,36.52,19088.26,11597,6569,11238,8376,4153,6127,4229,5530,2015,4181,770,2671
2000,33.03,1012.69,36.54,18714.32,12428,6809,11545,8725,3841,5952,4126,5470,1938,3956,503,2392
3000,33.03,1012.7,36.54,18322.75,12897,6799,11701,8995,3576,5781,4158,5320,1716,3615,400,2110
4000,33.03,1012.74,36.55,18133.05,12166,6804,11904,9006,3336,5641,4172,5455,1563,3464,400,2016
5000,33.03,1012.74,36.57,17993.33,12111,6799,12001,9243,3063,5410,4109,5405,1475,3294,400,1965
6001,33.04,1012.74,36.58,17947.23,12428,6864,11987,9276,2980,5355,4131,5420,1374,3188,400,2069
7001,33.04,1012.74,36.59,18055.16,13282,6970,11730,9152,2995,5395,4197,5470,1323,3173,514,2191
8001,33.04,1012.74,36.6,18055.16,14178,7050,11528,9096,3053,5465,4185,5410,1297,3068,663,2362
9001,33.04,1012.74,36.61,18070.68,15805,7554,11313,8927,3144,5430,4099,5310,1237,3013,742,2507
