timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.04,33.9,40572.65,400,1561,400,526,400,1048,870,3173,542,2727,400,2330
1000,32.04,33.9,40611.82,400,1533,400,522,400,1018,871,3168,544,2754,400,2364
2000,32.04,33.89,40455.62,400,1473,400,511,400,1009,892,3218,564,2764,400,2397
3000,32.05,33.9,40455.62,400,1448,400,507,400,967,926,3264,573,2771,400,2380
4000,32.05,33.9,40300.62,400,1429,400,513,400,923,960,3309,583,2803,400,2341
5001,32.05,33.88,40416.76,400,1416,400,511,400,888,1009,3424,599,2817,400,2355
6001,32.05,33.88,40416.76,400,1397,400,513,400,847,1027,3399,620,2833,400,2286
7001,32.05,33.88,40377.97,400,1416,400,499,400,793,1051,3429,651,2895,400,2221
8001,32.05,33.87,40377.97,400,1388,400,497,400,770,1007,3434,652,2865,400,2251
9001,32.06,33.87,40690.37,400,1404,400,486,400,735,947,3484,653,2872,400,2237
