timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.13,37.73,18055.16,7786,4924,10323,6303,13393,8466,1175,2115,52974,13970,41458,14544
1000,31.14,37.7,19495.51,8024,4979,27949,11640,7572,6278,2048,2558,55152,14398,39310,14409
2000,31.14,37.61,21164.27,10815,5856,57330,20646,3871,4773,2941,2738,57330,14882,35431,13993
3000,31.15,37.53,22405.22,18121,7015,57330,24829,2538,3931,3395,2861,57330,15445,29643,13351
4000,31.16,37.48,22843.57,25137,9423,57330,25526,2612,3885,3395,2847,57330,15827,26019,12473
5000,31.18,37.46,22769.32,30478,11145,57330,24236,3161,4141,3883,2953,57330,16041,23979,11798
6001,31.19,37.5,22573.67,38504,12541,53451,19775,3956,4402,4258,3163,57330,16359,23193,11595
7001,31.2,37.54,22333.79,47126,14229,40861,15512,2987,3850,6964,4166,57330,18346,22986,11595
8001,31.22,37.59,22310.08,54734,15659,28307,13666,2587,3549,13007,6062,57330,18729,22669,11438
9001,31.23,37.65,22333.79,57330,16463,24062,12271,3947,4181,21994,8207,57330,19078,22614,11449
