timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.94,36.06,22501.17,55928,37378,5771,5711,20009,13115,57330,36750,57330,53168,57330,45953
1000,31.94,36.08,22453.09,56166,37482,7879,6443,18906,12867,57330,35391,57330,53795,57330,46336
2000,31.94,36.07,22381.36,56345,37517,8817,6799,17376,12248,57330,34833,57330,53377,57330,47277
3000,31.94,36.08,22262.81,55898,37726,8933,6930,15515,11629,57330,34101,57330,53517,57330,47626
4000,31.95,36.08,22381.36,55033,36994,9095,7020,13641,11032,57330,32707,57330,53203,57330,48149
5000,31.95,36.07,22239.26,54705,36925,9257,7205,11197,9997,51751,28803,57330,53307,57330,48706
6001,31.95,36.08,22405.22,54466,37447,9860,7779,8696,8432,34894,20995,57330,53482,57330,48846
7001,31.95,36.08,22357.55,54824,37657,10566,8252,6512,7035,22132,14713,57330,53098,57330,49961
8001,31.95,36.08,22549.45,55779,38249,11586,9164,4729,6423,19113,13869,57330,52645,57330,50623
9001,31.96,36.08,22695.56,57300,38702,15419,10661,3539,5676,18203,13599,57330,51948,57330,51146
