timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.57,37.12,36713.7,57330,48323,56226,27443,3615,3006,4759,3815,57330,33439,57330,44872
1000,31.57,37.09,36396.11,57330,48706,53362,25840,4491,3630,7856,4758,57330,35356,57330,45360
2000,31.57,37.08,35716.39,57330,47939,51273,25631,4945,4096,9697,5460,57330,34868,57330,45709
3000,31.58,37.08,34916.12,57330,48009,50050,24585,5250,4237,10190,5716,57330,34938,57330,46197
4000,31.58,37.08,34262.16,57330,49020,48708,23888,4933,4302,9640,5505,57330,34624,57330,45569
5000,31.58,37.09,33740.13,57330,49891,46649,23470,4594,4126,8273,5119,57330,34833,57330,45151
6001,31.59,37.11,33498.37,57330,50275,44382,22912,4138,3850,6692,4688,57330,34241,57330,45081
7001,31.59,37.11,33339.11,57330,50833,42681,22215,3633,3605,4923,4126,57330,33787,57330,44872
8001,31.59,37.1,33471.72,57330,51007,42084,21378,3176,3379,4067,3564,57330,33787,57330,44419
9001,31.59,37.11,33632.25,57330,51460,41875,21483,2590,3057,3343,3188,57330,34241,57330,42502
