timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.48,1024.96,30.04,63576.32,1977,3329,1901,4522,661,2032,400,128,400,1133,1212,2782
1000,33.48,1024.95,30.03,65001.97,2290,3650,1798,4472,690,2046,400,113,400,1143,1260,2791
2000,33.48,1024.96,30.0,66335.61,1623,2967,1791,4467,716,2097,400,107,400,1123,1280,2803
3000,33.48,1024.97,29.97,67237.59,956,2540,1794,4562,739,2168,400,102,400,1147,1327,2842
4000,33.48,1024.98,29.97,67834.41,763,2406,1864,4562,777,2189,400,97,400,1143,1372,2863
5000,33.48,1024.97,29.96,68054.08,830,2526,1893,4608,815,2244,400,86,400,1143,1391,2849
6001,33.48,1024.98,29.95,67944.07,1151,2724,1919,4613,862,2325,400,89,400,1142,1369,2875
7001,33.48,1024.97,29.93,68054.08,1580,2997,1920,4583,938,2397,400,81,400,1114,1331,2881
8001,33.49,1024.97,29.94,67779.72,1936,3364,1936,4653,946,2427,400,84,400,1114,1243,2824
9001,33.49,1024.97,29.94,67453.4,2349,3780,1984,4693,861,2350,400,85,400,1088,1183,2773
