timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.68,36.07,30936.77,33909,38702,39071,44140,5418,9119,4185,5831,21842,17265,26033,26642
1000,31.68,36.09,30778.35,34148,38563,42144,45604,10109,12619,6020,6895,18961,15434,22421,23261
2000,31.68,36.1,30710.95,31732,37970,44024,46894,18631,16255,9952,9817,15915,14792,20230,21378
3000,31.69,36.12,30800.88,28348,36541,45515,47347,25495,22947,13586,11865,12869,13779,19692,21274
4000,31.69,36.11,31258.54,26722,34485,46172,47591,30568,26955,17941,13396,11284,13272,19485,20855
5000,31.69,36.1,31073.86,25206,33195,46023,47486,35998,30406,20092,14173,10943,13002,19154,20716
6001,31.69,36.11,31119.82,24682,32323,45486,46963,40056,32742,21222,14702,11331,13362,19761,21099
7001,31.69,36.1,30891.34,24875,32916,44680,46998,41667,33718,20960,14567,12056,13891,21181,22424
8001,31.69,36.11,30643.85,25302,33753,43904,46580,41219,33927,20188,14533,14109,14409,22380,23295
9001,31.7,36.12,30117.41,26171,34066,43367,45290,41607,33857,19265,14229,16039,14916,23014,24062
