timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.23,35.41,30074.36,21884,32428,3488,11055,2092,6448,675,3098,8134,11933,15557,17683
1000,32.23,35.38,30778.35,21401,32254,4310,12192,2688,6980,802,3534,8041,11820,14316,16533
2000,32.23,35.35,31539.72,21002,31800,5047,13250,3485,8151,1235,4247,8006,11899,12910,16165
3000,32.23,35.34,31801.95,20326,31417,5788,13768,4371,9254,1791,5084,8360,12034,12373,15985
4000,32.23,35.33,32044.16,19954,31278,5852,13644,5047,10458,2528,5796,8875,12462,12400,15974
5001,32.23,35.3,32093.04,19361,30546,5545,13497,5742,10830,3169,6187,9338,12642,13021,16278
6001,32.24,35.29,31850.1,18727,29500,5788,13599,5464,10469,3301,6288,9367,13013,13655,16324
7001,32.24,35.28,31539.72,18176,29047,6518,14330,4656,9580,3093,6127,9292,12755,13861,17021
8001,32.24,35.29,31142.86,17556,28315,7282,14837,3763,8027,2565,5616,9298,12698,13599,16359
9001,32.24,35.3,30800.88,17487,28315,8273,15850,1979,6052,1758,4758,9350,12901,13034,16394
