timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.93,36.07,24734.96,13544,22006,31851,41909,44173,39190,27866,24341,14509,14927,6657,12192
1000,31.94,36.09,24691.42,13489,22633,32030,42014,44531,39853,29464,25456,10873,13295,6101,11685
2000,31.94,36.09,24955.02,12745,21552,31761,42118,44143,39504,31881,27304,9373,12417,5064,11055
3000,31.94,36.08,25073.99,11904,20158,31732,42049,41398,38493,33880,28803,9350,12721,4646,10481
4000,31.94,36.06,25163.97,11863,20228,31075,41979,38504,37029,35163,28140,10207,13396,4347,10064
5001,31.94,36.08,25088.95,12290,21030,30478,41282,39131,37413,35610,29465,9732,12777,2143,6824
6001,31.94,36.06,24910.7,13103,21901,31254,41700,40831,38946,36983,29709,7445,10818,848,5270
7001,31.95,36.07,24910.7,14192,22459,31642,41456,41159,38249,38623,31138,4010,7363,606,4678
8001,31.95,36.07,24925.45,15295,24306,33313,43199,37937,36785,39697,32044,2021,5706,687,4969
9001,31.95,36.06,25499.48,17211,25875,36147,43791,29792,32951,40533,31870,1313,4758,1173,5781
