timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.04,35.83,28447.64,20312,28663,37251,44907,4501,10908,543,2944,11591,14443,19472,20263
1000,32.04,35.79,29587.93,21966,30511,36863,44279,4381,10987,408,2748,11030,14072,20161,21413
2000,32.05,35.74,31005.16,23221,31835,35342,44210,4889,11831,400,2713,10352,13565,20478,21587
3000,32.05,35.7,32068.58,23621,32428,32955,42920,6773,13317,450,2835,9072,12462,20602,21692
4000,32.05,35.65,32999.18,22380,30894,32806,43234,10717,16176,400,2380,7109,10920,20354,21448
5000,32.05,35.62,33957.98,20864,29814,35610,44279,14454,20855,400,1935,5852,10289,19540,21099
6001,32.05,35.59,35237.79,20988,29988,40682,46685,15957,21901,400,1644,5974,10650,18066,19531
7001,32.06,35.56,37233.53,22173,31347,45694,49996,15433,20507,400,1374,6865,11201,16797,18555
8001,32.06,35.48,39842.66,24020,32602,50170,51460,11313,16075,400,1269,7526,11584,15984,18415
9001,32.06,35.4,42714.53,26005,34485,49692,51007,8898,14117,400,1303,8255,12248,15254,17579
