timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.88,34.18,41047.64,400,2235,400,2000,700,3048,1087,2713,467,2459,400,2251
1000,31.88,34.19,40690.37,400,2307,400,1900,707,3055,1019,2697,469,2466,400,2237
2000,31.88,34.19,40572.65,400,2302,400,1838,696,3052,939,2688,482,2443,400,2212
3000,31.88,34.19,40455.62,400,2272,400,1831,662,3034,934,2722,492,2484,400,2274
4000,31.88,34.19,40185.15,400,2309,400,1863,612,2918,950,2768,484,2480,400,2272
5000,31.88,34.19,40070.33,400,2330,400,1891,556,2893,1027,2814,492,2473,400,2274
6001,31.89,34.17,40108.53,400,2304,400,1974,475,2810,1146,2900,508,2519,400,2279
7001,31.89,34.19,39654.9,400,2274,400,2092,400,2701,1297,3008,546,2517,400,2224
8001,31.89,34.17,39543.1,400,2233,400,2122,400,2625,1447,3113,579,2591,400,2175
9001,31.89,34.19,39065.8,400,2163,400,2228,400,2498,1537,3344,611,2597,400,2129
