timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.97,35.76,28719.49,57330,44245,38862,20646,12883,10323,19554,13835,57330,46650,57330,52924
1000,31.97,35.75,28582.92,57330,42571,37967,20019,12524,10199,19678,13734,57330,47730,57330,53203
2000,31.97,35.75,28390.06,57330,42014,36714,19775,10572,9017,19003,13531,57330,47835,57330,52994
3000,31.98,35.76,28162.03,57330,41142,35789,18868,8748,7689,17914,13137,57330,48637,57330,52680
4000,31.98,35.77,27698.54,57330,40236,33343,18171,7995,7205,16163,12755,57330,48706,57330,53761
5000,31.98,35.77,27481.44,57330,39504,30628,17160,7867,7239,14895,12045,57330,49438,57330,53377
6001,31.98,35.77,27481.44,56495,38946,27811,16008,8308,7520,14578,12034,57330,48497,57330,54005
7001,31.98,35.78,27092.14,55749,38702,26529,15591,9072,8139,14854,12147,57330,48567,57330,53865
8001,31.99,35.79,27144.58,55540,38981,25978,15343,10138,8725,15708,12619,57330,48881,57330,53412
9001,31.99,35.79,26953.3,56495,39051,25716,15524,10948,9197,16604,12552,57330,48532,57330,53203
