timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.08,33.83,41047.64,400,1395,400,528,400,608,797,3264,585,2764,400,2090
1000,32.08,33.82,41168.14,400,1369,400,536,400,626,785,3299,585,2768,400,2064
2000,32.08,33.82,41047.64,400,1376,400,570,400,639,771,3168,579,2766,400,2043
3000,32.08,33.8,41087.73,400,1381,400,578,400,642,775,3093,569,2778,400,2067
4000,32.08,33.82,40888.08,400,1379,400,580,400,656,770,3143,544,2741,400,2053
5000,32.08,33.81,40769.22,400,1390,400,607,400,659,743,3133,531,2736,400,2133
6001,32.09,33.81,40651.05,400,1362,400,599,400,640,697,3020,514,2724,400,2154
7001,32.09,33.81,40651.05,400,1427,400,612,400,658,646,2990,531,2731,400,2205
8001,32.09,33.81,40533.57,400,1427,400,603,400,673,570,2900,529,2731,400,2200
9001,32.09,33.8,40533.57,400,1455,400,622,400,718,496,2861,543,2752,400,2230
