timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.15,1012.61,34.35,17128.15,537,728,400,436,1409,2196,9599,6674,21388,12856,2683,5235
1000,33.15,1012.6,34.37,15873.33,560,760,400,436,1406,2217,9448,6709,20946,12709,2683,5204
2000,33.15,1012.61,34.38,14737.96,570,776,400,431,1415,2219,9408,6644,20423,12541,2678,5240
3000,33.15,1012.6,34.39,13772.21,585,805,400,435,1415,2193,9327,6659,20092,12507,2676,5229
4000,33.15,1012.6,34.4,12965.11,597,808,400,427,1412,2166,9315,6609,19458,12394,2717,5245
5000,33.15,1012.6,34.41,12162.32,611,831,400,424,1405,2224,9141,6574,19003,12169,2744,5310
6001,33.15,1012.6,34.43,11533.2,629,873,400,422,1414,2233,8997,6548,18451,12316,2757,5255
7001,33.15,1012.6,34.42,11012.46,632,895,400,428,1414,2217,8788,6508,17969,12023,2759,5240
8001,33.15,1012.59,34.43,10600.61,635,912,400,425,1419,2205,8701,6413,17666,11877,2700,5295
9001,33.15,1012.6,34.43,10411.19,657,929,400,424,1413,2217,8632,6458,17197,11944,2722,5204
