timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.78,34.34,40808.77,400,2505,432,2875,633,2794,400,1335,727,2814,400,2694
1000,31.78,34.33,40927.86,400,2468,423,2916,719,2907,400,1464,697,2812,400,2667
2000,31.79,34.32,40769.22,400,2505,429,2884,777,2981,400,1586,688,2780,400,2646
3000,31.79,34.33,40888.08,400,2496,430,2923,816,3031,400,1577,668,2840,400,2639
4000,31.79,34.33,40967.71,400,2535,434,2898,829,3168,400,1621,646,2757,400,2597
5000,31.79,34.32,41248.86,409,2537,470,2891,806,3138,400,1665,619,2752,400,2632
6001,31.79,34.32,41047.64,410,2512,481,2937,772,3059,400,1720,598,2713,400,2621
7001,31.8,34.31,41007.64,400,2512,491,2930,740,3133,407,1778,591,2697,400,2595
8001,31.8,34.33,41047.64,400,2452,507,2944,712,3027,466,1868,582,2708,400,2558
9001,31.8,34.31,41047.64,400,2505,508,2976,686,2969,513,1940,568,2681,400,2533
