timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.72,1014.16,32.66,44616.96,2123,2535,6692,4803,9802,6629,19596,11156,14027,12349,550,2344
1000,32.72,1014.16,32.66,43872.58,3105,2969,5452,4547,9640,6569,16522,10278,13489,12225,1088,2810
2000,32.72,1014.15,32.64,43196.93,3733,3469,4553,4161,9414,6533,11244,8398,12566,11843,1373,3011
3000,32.72,1014.14,32.65,41989.84,4160,3901,3959,3800,9176,6523,9530,7396,10995,10908,1796,3484
4000,32.72,1014.14,32.65,40262.05,4246,4121,3353,3479,9095,6528,10503,8432,9205,9760,2393,4061
5000,32.72,1014.14,32.67,39065.8,3657,3670,2864,3218,8748,6488,11800,9209,7016,8500,2641,4317
6001,32.72,1014.14,32.7,37700.61,2764,3118,2501,3018,8470,6453,12621,9456,6622,8364,2423,4166
7001,32.72,1014.14,32.71,36239.37,2511,2990,2634,3057,8371,6378,11875,9119,6958,8567,2015,3951
8001,32.72,1014.14,32.73,35267.33,3186,3464,3183,3414,8545,6438,10734,8027,6790,8196,1950,3890
9001,32.72,1014.14,32.76,34318.06,4430,4517,3937,3901,8835,6579,8551,6884,5725,7543,1587,3459
