timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.51,35.11,32117.54,22063,13419,57330,44837,6553,6433,455,1225,2369,2627,4771,5661
1000,31.93,38.89,12099.31,25688,15197,57330,46963,4570,5666,400,1080,2207,2681,4190,5320
2000,31.55,38.91,12524.71,28266,16154,57330,47800,4199,5460,400,1020,2089,2681,3581,4999
3000,31.3,38.86,13754.18,31374,19322,57330,48811,4280,5505,400,1030,2007,2667,3321,4909
4000,31.12,38.75,15207.18,32567,20088,57330,49543,4966,5997,447,1101,1977,2651,3331,4934
5000,31.0,38.66,16561.28,33044,20960,57330,49857,7479,6769,675,1213,2023,2690,3662,5174
6001,30.92,38.55,18086.24,33522,21796,57330,48950,7821,6950,726,1235,2278,2812,4194,5686
7001,30.86,38.44,19459.41,33462,22912,57330,47591,6095,6363,813,1325,2864,2988,4845,6162
8001,30.83,38.34,20644.53,32179,22738,57330,46650,5360,6132,1260,1644,3429,3354,6396,6679
9001,30.81,38.26,21379.57,32269,23051,57330,46336,4926,6017,1437,1796,3974,3830,8394,7745
