timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.47,35.03,40262.05,792,3011,939,4201,643,3529,676,2230,1430,3775,1438,5069
1000,31.48,35.03,40070.33,737,2967,828,3996,648,3469,831,2424,1539,3785,1393,5114
2000,31.48,35.02,39880.43,679,2893,777,3830,661,3484,1122,2690,1644,4011,1341,4964
3000,31.48,35.03,39617.57,631,2833,731,3705,665,3404,1449,2923,1748,4181,1323,4914
4000,31.48,35.02,39211.43,617,2861,700,3600,661,3414,1733,3264,1879,4342,1266,4833
5000,31.49,35.02,39138.48,636,2835,655,3514,642,3274,1981,3690,1957,4497,1220,4788
6001,31.49,35.03,39102.1,671,2884,620,3384,604,3153,2484,4302,2054,4643,1164,4552
7001,31.49,35.01,38742.05,695,2911,587,3264,528,3034,2879,4663,2160,4773,1099,4638
8001,31.49,35.02,38813.53,735,2978,558,3183,400,2803,3142,4788,2283,4838,1002,4472
9001,31.5,35.01,38706.41,767,3034,490,3052,400,2621,3375,5009,2465,4989,845,4282
