timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.45,1013.92,31.83,20207.83,400,57,400,820,400,2173,1498,5831,400,2611,400,397
1000,32.45,1013.93,31.84,19140.41,400,60,400,804,404,2187,1476,5756,400,2618,400,393
2000,32.45,1013.95,31.85,18419.1,400,77,400,826,408,2214,1444,5761,400,2593,400,382
3000,32.45,1013.95,31.86,18024.19,400,63,400,810,417,2198,1449,5776,400,2588,400,385
4000,32.45,1013.96,31.87,17901.37,400,83,400,821,427,2205,1450,5806,400,2584,400,385
5000,32.45,1013.96,31.88,17977.94,400,90,400,811,421,2242,1458,5751,400,2561,400,389
6001,32.45,1013.96,31.88,18306.79,400,88,400,825,429,2249,1476,5851,400,2623,400,395
7001,32.45,1013.95,31.88,18565.54,400,92,400,812,440,2249,1486,5836,400,2591,400,397
8001,32.46,1013.95,31.89,19036.39,400,99,400,819,449,2293,1537,5851,400,2607,400,388
9001,32.46,1013.95,31.89,19770.61,400,104,400,826,447,2270,1587,5957,400,2609,400,380
