timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.35,37.48,33740.13,57330,56375,30747,36785,3382,5741,3714,5029,17459,13385,39071,31417
1000,31.35,37.46,34571.84,57330,57002,30449,36541,6784,8173,3112,4527,14716,12394,37788,30755
2000,31.36,37.41,35208.3,57330,57316,30807,37099,11383,11483,1951,3680,13131,12079,35849,30232
3000,31.36,37.36,35960.61,57330,57037,32835,38214,16646,13790,1450,3029,13710,12361,34059,29082
4000,31.36,37.31,36874.58,57330,56410,36893,39783,19403,14724,1021,2738,15419,13092,34655,29918
5001,31.37,37.26,37938.57,57330,56375,40205,41247,18644,14229,714,2480,16398,13227,36207,30302
6001,31.37,37.21,39029.56,57330,56026,42472,43234,14633,13115,560,2226,16508,13261,37907,31452
7001,31.37,37.14,40377.97,57330,55643,45605,43513,15130,13374,495,2078,16853,13317,39787,32637
8001,31.37,37.09,41657.26,57330,54806,48946,45709,16756,13880,560,2117,17280,13576,40891,32672
9001,31.38,37.02,43108.41,57330,54423,52855,47451,9547,10334,655,2131,17721,13700,41965,32951
