timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.66,34.55,45436.05,1292,4116,806,3966,524,2644,400,920,551,2627,725,3429
1000,31.66,34.53,45982.27,1242,4156,811,4026,488,2634,400,916,555,2618,720,3394
2000,31.67,34.52,46032.58,1220,4061,813,4056,432,2540,400,896,549,2611,686,3324
3000,31.67,34.51,46285.78,1223,4091,811,4026,400,2371,400,865,548,2595,662,3279
4000,31.67,34.51,46387.85,1226,4071,834,4036,400,2062,400,818,548,2586,641,3259
5000,31.67,34.51,46541.79,1212,4091,846,4151,400,1794,400,772,544,2618,612,3198
6001,31.67,34.49,46490.36,1245,4111,904,4116,400,1591,400,774,540,2602,580,3108
7001,31.68,34.48,46593.33,1283,4171,974,4252,400,1402,400,768,528,2586,502,2958
8001,31.68,34.48,46748.64,1333,4317,1024,4322,400,1353,400,729,495,2524,400,2884
9001,31.68,34.48,46852.75,1379,4332,1040,4347,400,1275,400,702,441,2427,400,2722
