timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.25,35.68,36842.29,2467,5510,1991,5445,1162,4166,400,1603,2009,4552,3223,6749
1000,31.25,35.67,37036.88,2511,5571,2054,5591,671,3254,400,1336,1902,4412,3193,6839
2000,31.26,35.67,37167.75,2582,5586,2187,5771,664,3374,400,1257,1776,4201,3164,6774
3000,31.26,35.64,37802.23,2543,5596,2307,5846,1023,4076,400,1245,1683,4156,3019,6719
4000,31.26,35.63,38179.56,2457,5490,2327,5821,1615,4904,400,1281,1630,4091,2850,6579
5001,31.27,35.61,38921.24,2435,5455,2281,5796,1985,5330,400,1399,1597,3961,2774,6574
6001,31.27,35.58,39692.31,2425,5420,2195,5781,2165,5555,400,1630,1580,3971,2663,6498
7001,31.28,35.58,39880.43,2349,5390,2041,5626,2192,5520,405,1893,1675,4121,2607,6393
8001,31.28,35.53,40223.56,2146,5275,2007,5560,1951,5204,603,2120,1757,4221,2516,6373
9001,31.28,35.53,40769.22,2021,5275,1958,5621,1418,4502,663,2212,1838,4307,2327,6258
