timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.18,35.51,26936.05,36356,31347,3772,5169,2653,4773,26322,15963,57330,49403,54138,38110
1000,32.18,35.51,26747.69,36624,31138,3247,5009,1840,4026,23193,15276,57330,49159,52198,37099
2000,32.18,35.51,26832.98,35998,31661,2700,4603,1387,3539,23469,15400,57330,48950,45217,33543
3000,32.18,35.51,26970.58,36177,31452,2330,4452,1075,3173,25412,16165,57330,48846,40652,31870
4000,32.19,35.52,27214.81,35849,31940,2007,4232,1010,3020,27990,18415,57330,47591,43188,33648
5000,32.19,35.5,27250.06,35819,31522,1904,4081,1157,3103,31732,20716,57330,46266,47723,35879
6001,32.19,35.5,27427.7,37520,31487,1822,3956,1425,3304,36117,22598,57330,45639,51214,37238
7001,32.19,35.5,27427.7,37549,32044,1733,3800,1774,3695,37430,22877,57330,45151,53959,37691
8001,32.19,35.48,27481.44,37848,32498,1676,3765,2148,4146,38265,23261,57330,45011,55540,38040
9001,32.19,35.47,27643.94,37937,31975,1566,3595,3068,4638,38564,23888,57330,44419,55570,38842
