timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.38,35.2,30356.43,40712,35147,29136,21552,9333,8837,5041,6548,30657,28140,37788,31243
1000,32.38,35.2,30334.55,40712,35251,28087,20890,10004,9411,6946,7318,33462,29953,33999,29116
2000,32.38,35.2,30138.98,40801,34903,27563,20855,10757,9727,9084,9107,34715,30232,27963,26920
3000,32.38,35.21,30138.98,38683,33543,27315,20751,11545,10436,11389,10740,37162,30685,25509,24376
4000,32.38,35.22,29546.37,35819,32393,26777,20193,12855,11044,14992,12225,40712,32986,23428,22528
5001,32.38,35.23,29238.39,32060,30511,25357,18136,14261,11528,18479,13475,45217,34659,23565,22668
6001,32.38,35.24,28758.75,29434,29430,20492,15434,16508,12304,21277,14679,47156,35565,24213,23853
7001,32.38,35.25,28409.23,28073,28663,13861,13250,19637,13295,24103,15591,48051,35530,24723,24306
8001,32.39,35.28,27826.77,27632,28559,9865,11291,22449,14477,26791,16742,48320,35705,24392,23818
9001,32.39,35.29,27463.5,27604,28803,7358,9704,25316,15411,30270,19810,47992,35495,23372,22912
