timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.9,36.01,27517.39,17817,26572,20547,31975,21691,22633,13407,13509,15529,15310,22104,23574
1000,31.9,36.0,27057.3,16853,25526,19678,31452,19430,20158,16508,14578,15502,15220,23014,24271
2000,31.9,36.0,26395.31,17748,27513,19706,31557,18989,20263,18741,14938,15529,15501,23386,24620
3000,31.9,36.01,25875.85,19665,29082,19775,31766,19623,20611,19513,15557,15901,15389,24213,25352
4000,31.9,36.04,25269.76,21512,30929,19279,30650,21898,23016,18713,15040,16480,15726,24875,25875
5000,31.91,36.06,24984.66,22380,31313,18507,29605,24709,26223,18369,15208,15474,15253,24696,26084
6001,31.91,36.06,24925.45,22628,31766,19761,30859,27025,28594,20078,16008,13117,14556,23869,24968
7001,31.91,36.06,24822.52,21608,30790,21263,32986,28659,30267,22408,17160,11522,13790,21677,22982
8001,31.91,36.07,24705.92,19857,29221,22573,34136,31612,31835,23400,17927,11116,13813,18451,20088
9001,31.91,36.08,24793.27,16949,26014,23786,35182,33611,32881,24158,19635,11672,14533,15460,17823
