timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.01,1011.43,37.71,33051.03,27246,3369,4349,1085,5840,1285,31881,5029,55600,7138,43815,4211
1000,33.01,1011.45,37.69,32947.5,27976,3509,6605,1272,7809,1566,38295,5566,24723,4477,43576,4242
2000,33.02,1011.44,37.69,32870.28,29136,3690,14289,2207,10780,2020,30329,4863,25826,4868,33134,3564
3000,33.02,1011.43,37.7,32615.48,31493,3901,20685,2745,14013,2355,19223,3339,30956,5310,24379,2886
4000,33.02,1011.42,37.69,31587.08,35670,4176,19954,2731,16604,2540,11719,2699,36445,5671,22642,2821
5000,33.03,1011.41,37.72,30710.95,37609,4397,23662,3020,15130,2443,10138,2452,28307,4944,21815,2734
6001,33.03,1011.4,37.72,30422.28,37490,4492,24971,3254,13724,2309,10676,2537,23414,4166,19430,2565
7001,33.04,1011.46,37.72,30599.28,33074,4201,26488,3554,11499,2150,8979,2330,19334,3615,15474,2304
8001,33.04,1011.45,37.7,31028.02,27067,3645,28555,3885,9043,1780,9408,2367,15240,3093,13475,2189
9001,33.04,1011.45,37.67,31539.72,26184,3484,30001,4056,8840,1741,17804,3259,14027,3011,14068,2205
