timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,33.71,1011.37,36.45,32870.28,5151,1210,4874,1616,23055,3309,4126,1329,2626,1048,1297,201
1000,33.72,1011.36,36.43,32870.28,4531,1102,8105,2076,23276,3309,2955,1142,1803,857,1724,286
2000,33.72,1011.36,36.41,32793.43,3677,964,10850,2471,23331,3379,1715,876,2271,978,1692,334
3000,33.72,1011.38,36.42,32742.39,3345,919,11661,2535,21732,3093,1024,654,2855,1050,3382,514
4000,33.73,1011.38,36.39,32999.18,4057,1025,11273,2447,18424,2854,608,495,3942,1199,4113,660
5000,33.73,1011.38,36.36,34206.45,6784,1304,9981,2270,15074,2616,400,399,8273,1845,5574,898
6001,33.73,1011.36,36.32,35960.61,11122,1963,9373,2214,11041,2295,400,373,10155,2138,8748,1170
7001,33.73,1011.36,36.25,37938.57,17997,2507,9535,2187,9709,2097,608,462,9883,2110,10167,1349
8001,33.74,1011.36,36.18,39842.66,22573,2884,11284,2461,9391,2041,1575,769,9298,2030,8528,1254
9001,33.74,1011.36,36.1,41574.93,24172,3057,14316,2704,9315,2037,4023,1259,7682,1806,5035,1023
