timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,30.92,37.99,30488.42,44143,32288,57330,60000,14730,12057,790,1935,5302,5265,16535,13441
1000,30.93,37.91,32191.26,45456,33299,57330,60000,11487,10942,488,1589,5342,5270,16053,13272
2000,30.94,37.81,34262.16,47216,33822,57330,60000,9506,9389,400,1276,4857,5159,15267,13160
3000,30.96,37.72,36459.19,48409,34763,57330,60000,9327,9389,400,1084,4518,4853,14619,13047
4000,30.97,37.61,39065.8,49125,35251,57330,60000,9906,9704,400,976,4376,4878,13627,12732
5000,30.98,37.47,42158.14,50557,35774,57330,60000,9912,9727,400,877,4553,5014,13848,12687
6001,30.99,37.32,45240.63,50826,36402,57330,60000,8053,8387,400,822,4808,5245,15157,13351
7001,31.0,37.19,47756.77,50289,36297,57330,60000,4143,6047,400,835,5279,5410,18203,14173
8001,31.01,37.05,49941.39,49066,35739,57330,60000,2209,4808,400,795,5626,5596,21636,15377
9001,31.02,36.94,51723.63,47992,35182,57330,60000,1791,4357,400,780,5690,5596,23621,15670
