timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.57,34.81,41208.46,1341,4051,1389,4557,447,2796,400,1914,844,3038,471,2925
1000,31.58,34.8,41208.46,1352,4096,1419,4578,405,2745,400,1863,844,3045,471,2921
2000,31.58,34.79,41289.34,1380,4141,1449,4768,400,2669,400,1836,849,3006,451,2909
3000,31.58,34.79,41248.86,1380,4186,1481,4793,400,2570,400,1880,847,3018,448,2898
4000,31.58,34.78,41329.89,1382,4232,1504,4833,400,2489,400,1919,846,3041,459,2888
5000,31.59,34.77,41452.05,1369,4166,1522,4848,400,2461,400,1976,824,3041,435,2877
6001,31.59,34.77,41533.89,1353,4156,1561,4954,400,2574,400,2060,811,3013,436,2842
7001,31.59,34.76,41616.05,1318,4041,1542,4909,483,2738,461,2193,794,2955,426,2805
8001,31.59,34.76,41533.89,1292,4061,1517,4899,655,2985,570,2297,771,2898,409,2821
9001,31.59,34.74,41739.91,1234,3976,1490,4899,823,3319,664,2404,731,2879,400,2803
