timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.35,35.09,32464.48,47663,38075,24558,16221,7549,6794,5846,6584,41517,32811,33193,29570
1000,32.35,35.11,32265.32,47872,37691,25633,17370,8186,7010,6315,6769,40115,32881,29404,27896
2000,32.35,35.12,32240.59,47783,38179,26474,18624,8533,7396,6616,6950,39190,32463,28211,27165
3000,32.35,35.13,32142.08,47484,38145,27273,19217,8701,7610,6379,6895,38415,32533,28087,27130
4000,32.35,35.15,32093.04,48081,38389,28073,20088,8516,7599,5939,6719,36237,30894,28018,27165
5000,32.35,35.14,31971.11,48559,37866,30061,20925,7392,6965,5748,6694,34864,30197,27508,26642
6001,32.35,35.13,31753.95,48380,38389,30747,21657,6188,6563,6228,6849,32239,29500,26915,25735
7001,32.36,35.15,31922.6,48230,38493,31105,21587,6958,6834,7114,7216,29941,28385,27177,26258
8001,32.36,35.15,31658.38,47962,38110,30717,21587,8678,7813,7914,7937,28266,27025,28156,27722
9001,32.36,35.16,31516.1,46888,37413,30598,21518,10404,9197,8412,8398,26818,25352,28348,27199
