timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.4,33.28,37836.22,400,950,400,249,400,945,708,3484,400,2646,400,1526
1000,32.4,33.28,37700.61,400,955,400,244,400,924,702,3434,400,2623,400,1476
2000,32.4,33.28,37734.42,400,941,400,238,400,857,717,3469,400,2664,400,1478
3000,32.4,33.27,37768.29,400,944,400,234,400,814,736,3585,406,2697,400,1466
4000,32.4,33.27,37904.4,400,938,400,227,400,786,768,3620,415,2722,400,1386
5000,32.4,33.27,37904.4,400,941,400,221,400,769,822,3740,433,2715,400,1360
6001,32.4,33.27,38353.58,400,897,400,214,400,734,883,3865,443,2718,400,1346
7001,32.41,33.26,38283.78,400,887,400,210,400,744,974,3921,441,2715,400,1321
8001,32.41,33.26,38388.57,400,928,400,206,400,701,1044,3986,443,2685,400,1321
9001,32.41,33.26,38599.88,400,894,400,203,400,704,1083,4066,443,2745,400,1291
