timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.06,35.33,45485.17,27315,35356,45396,49438,6356,12237,400,1317,9130,12653,14482,16777
1000,32.06,35.26,47140.82,27453,35948,41726,46929,4106,9682,400,1332,9755,13013,14730,17474
2000,32.06,35.19,48556.74,26240,34380,38981,46545,2918,7599,400,1320,10051,13081,15832,18032
3000,32.06,35.14,48810.48,21870,29988,34834,44907,1934,6614,400,1251,9865,12935,17156,18903
4000,32.07,35.1,48697.38,13351,21378,33193,44105,1555,6062,400,1249,10184,13306,18562,20576
5001,32.07,35.08,48472.74,8528,14983,32060,43582,1892,6764,400,1337,10566,13644,19623,21692
6001,32.07,35.07,47865.54,5186,12687,31702,42955,3807,9513,466,2314,10520,13419,20602,22494
7001,32.07,35.05,45240.63,4342,11449,30150,42432,3993,9513,849,2844,10080,13295,21498,23191
8001,32.08,35.05,43020.26,4751,12676,29404,42223,3782,9029,681,2577,10207,13329,21594,23156
9001,32.08,35.07,42200.42,7508,14972,28957,42223,3284,7959,741,2699,10398,13340,20919,22947
