timestamp,BME680_temp,BME680_pressure,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,32.24,1014.02,31.14,169310.67,402,27,400,23,400,8,400,11,400,8,400,14
1000,32.24,1014.02,31.15,169481.35,403,26,400,25,400,11,400,14,400,14,400,12
2000,32.24,1014.02,31.14,169481.35,400,21,402,23,400,4,400,14,400,10,400,9
3000,32.24,1014.02,31.16,169481.35,401,27,400,25,400,11,400,11,400,7,400,10
4000,32.24,1014.01,31.15,169310.67,402,27,400,25,400,10,402,16,400,5,400,7
5000,32.24,1014.02,31.15,169310.67,400,20,400,22,400,10,400,10,400,3,400,7
6001,32.24,1014.02,31.14,169823.73,400,29,400,25,400,7,400,12,400,6,400,5
7001,32.24,1014.01,31.14,169310.67,400,29,400,24,400,6,400,12,400,9,400,10
8001,32.24,1014.02,31.14,170167.51,400,28,400,31,400,4,405,21,400,5,400,6
9001,32.24,1014.01,31.16,169481.35,400,25,400,28,400,9,406,12,400,6,400,12
