timestamp,BME680_temp,BME680_humidity,BME680_gas,SGP30_5_CO2,SGP30_5_TVOC,SGP30_6_CO2,SGP30_6_TVOC,SGP30_7_CO2,SGP30_7_TVOC,SGP30_8_CO2,SGP30_8_TVOC,SGP30_9_CO2,SGP30_9_TVOC,SGP30_10_CO2,SGP30_10_TVOC
0,31.62,34.71,40927.86,977,3544,1270,4763,570,3066,528,2480,870,3027,452,2766
1000,31.62,34.71,40808.77,962,3570,1274,4658,400,2831,514,2443,903,3006,439,2718
2000,31.62,34.72,40455.62,911,3499,1244,4648,400,2533,608,2547,964,3052,429,2718
3000,31.62,34.72,40533.57,888,3419,1203,4588,400,2320,728,2681,999,3123,400,2688
4000,31.62,34.71,40377.97,902,3449,1188,4633,400,2133,687,2637,1082,3193,400,2660
5000,31.63,34.71,39918.26,927,3595,1176,4487,400,1940,400,2260,1120,3394,400,2722
6001,31.63,34.71,39617.57,1024,3725,1185,4578,400,1725,400,1910,1112,3299,434,2750
7001,31.63,34.7,39617.57,1155,3926,1139,4552,400,1526,400,1681,1050,3279,511,2865
8001,31.63,34.7,39505.97,1293,4086,1125,4527,400,1413,400,1566,947,3148,581,2939
9001,31.63,34.7,39395.0,1400,4242,1038,4377,400,1432,400,1399,837,2974,646,3088
